id,y1,y2,y3,y4,f1,f2,f3,f4,p1,p2,p3,p4,yogurt_type
343,1,0,0,0,0,0,0,0,0.108,0.086000003,0.043000001,0.079000004,1
344,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
345,1,0,0,0,0,0,0,0,0.108,0.086000003,0.043000001,0.079000004,1
346,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
347,1,0,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,1
348,1,0,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,1
349,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
350,1,0,0,0,1,0,0,0,0.025,0.086000003,0.054000001,0.079000004,1
351,1,0,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
352,1,0,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
353,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
354,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
355,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
356,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
357,0,0,0,1,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,4
358,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,1
359,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,1
360,0,0,0,1,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,4
361,1,0,0,0,1,0,0,0,0.122,0.086000003,0.054000001,0.086000003,1
362,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,1
363,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,1
364,0,0,0,1,0,1,0,0,0.122,0.063000001,0.054000001,0.086000003,4
365,0,0,0,1,0,1,0,0,0.122,0.063000001,0.054000001,0.086000003,4
366,1,0,0,0,0,0,0,0,0.122,0.066,0.054000001,0.086000003,1
367,0,0,0,1,0,0,0,0,0.122,0.066,0.054000001,0.086000003,4
368,0,0,0,1,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,4
369,1,0,0,0,0,0,0,1,0.122,0.086000003,0.056000002,0.063000001,1
370,0,0,0,1,0,0,0,1,0.118,0.086000003,0.056000002,0.086000003,4
371,1,0,0,0,0,0,0,1,0.122,0.086000003,0.056000002,0.063000001,1
372,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,4
373,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,4
374,0,0,0,1,0,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004,4
375,0,0,0,1,0,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004,4
376,0,0,0,1,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004,4
377,1,0,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004,1
378,0,0,0,1,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004,4
379,0,0,0,1,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,4
380,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,1
381,0,0,0,1,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,4
382,1,0,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.044,1
383,1,0,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.044,1
384,1,0,0,0,0,0,1,0,0.115,0.086000003,0.061000001,0.079000004,1
385,1,0,0,0,0,0,0,0,0.115,0.086000003,0.055,0.079000004,1
386,1,0,0,0,0,0,0,0,0.115,0.086000003,0.055,0.079000004,1
387,0,0,0,1,0,0,0,0,0.115,0.086000003,0.055,0.079000004,4
388,0,0,0,1,0,0,0,0,0.115,0.086000003,0.055,0.079000004,4
389,0,0,0,1,0,0,0,0,0.115,0.086000003,0.046,0.079000004,4
390,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.079000004,4
391,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.079000004,4
392,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.041000001,4
393,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.079000004,4
394,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004,1
395,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004,1
396,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.071000002,1
397,0,0,0,1,0,0,0,0,0.115,0.063000001,0.061000001,0.079000004,4
398,0,0,0,1,0,0,0,0,0.115,0.063000001,0.061000001,0.079000004,4
399,0,0,0,1,0,0,0,0,0.057,0.063000001,0.061000001,0.063000001,4
400,0,0,0,1,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,4
401,0,0,0,1,0,0,0,0,0.057,0.063000001,0.061000001,0.063000001,4
402,0,0,0,1,0,0,0,0,0.057,0.063000001,0.061000001,0.063000001,4
403,0,0,0,1,0,0,0,0,0.088,0.086000003,0.061000001,0.063000001,4
404,0,0,0,1,0,0,0,0,0.082999997,0.063000001,0.061000001,0.063000001,4
405,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
406,0,0,0,1,0,0,0,0,0.115,0.081,0.037999999,0.079000004,4
407,0,0,0,1,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,4
408,0,0,0,1,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003,4
409,0,0,0,1,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003,4
410,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
411,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
412,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
413,0,0,0,1,0,0,0,0,0.115,0.064000003,0.061000001,0.079000004,4
414,1,0,0,0,0,0,0,0,0.108,0.097999997,0.061000001,0.086000003,1
415,0,1,0,0,0,0,0,0,0.108,0.097999997,0.061000001,0.086000003,2
416,0,1,0,0,1,0,0,0,0.090999998,0.081,0.061000001,0.086000003,2
417,0,1,0,0,1,0,0,0,0.090999998,0.086000003,0.061000001,0.086000003,2
418,0,1,0,0,1,0,0,0,0.090999998,0.081,0.061000001,0.086000003,2
419,1,0,0,0,0,0,0,1,0.122,0.086000003,0.061000001,0.068000004,1
420,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
421,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
422,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
423,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
424,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
425,1,0,0,0,1,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
426,1,0,0,0,1,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
427,0,1,0,0,1,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
428,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
429,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
430,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
431,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
432,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
433,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
434,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
435,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
436,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
437,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
438,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
439,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
440,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
441,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
442,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
443,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
444,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
445,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
446,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
447,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
448,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
449,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
450,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
451,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
452,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
453,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
454,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
455,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.079000004,4
456,0,0,0,1,0,0,0,1,0.108,0.081,0.061000001,0.074000001,4
457,0,0,0,1,0,1,0,0,0.108,0.086000003,0.050000001,0.086000003,4
458,1,0,0,0,0,0,0,0,0.115,0.081,0.061000001,0.086000003,1
459,1,0,0,0,0,0,0,0,0.115,0.081,0.061000001,0.081,1
460,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
461,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
462,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
463,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004,2
464,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004,2
465,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004,2
466,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004,2
467,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
468,0,0,1,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,3
469,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
470,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
471,1,0,0,0,0,0,0,0,-0.002,0.097999997,0.048999999,0.079000004,1
472,1,0,0,0,0,0,0,0,-0.002,0.097999997,0.048999999,0.079000004,1
473,1,0,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004,1
474,0,1,0,0,0,0,0,0,0.11,0.081,0.048999999,0.079000004,2
475,0,1,0,0,0,0,0,0,0.11,0.081,0.048999999,0.079000004,2
476,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
477,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
478,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
479,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
480,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
481,0,0,1,0,0,0,0,0,0.097999997,0.081,0.048999999,0.079000004,3
482,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
483,0,0,1,0,0,0,0,0,0.103,0.064000003,0.048999999,0.079000004,3
484,0,0,1,0,0,0,0,0,0.103,0.064000003,0.048999999,0.079000004,3
485,0,1,0,0,0,0,0,0,0.108,0.081,0.048999999,0.079000004,2
486,0,1,0,0,0,0,0,0,0.108,0.097999997,0.048999999,0.079000004,2
487,0,1,0,0,0,0,0,0,0.108,0.081,0.048999999,0.079000004,2
488,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
489,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
490,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,1
491,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
492,0,1,0,0,0,0,1,0,0.115,0.081,0.030999999,0.079000004,2
493,0,1,0,0,0,0,0,0,0.115,0.081,0.032000002,0.079000004,2
494,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,2
495,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,2
496,0,0,1,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004,3
497,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,2
498,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,2
499,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
500,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
501,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
502,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
503,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
504,0,1,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
505,0,1,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
506,0,1,0,0,0,0,1,0,0.108,0.086000003,0.025,0.079000004,2
507,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,2
508,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,2
509,0,1,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,2
510,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,2
511,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,2
512,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,2
513,0,1,0,0,0,0,0,0,0.085000001,0.086000003,0.054000001,0.086000003,2
514,0,1,0,0,0,0,0,0,0.085000001,0.086000003,0.054000001,0.086000003,2
515,0,1,0,0,0,1,0,0,0.122,0.063000001,0.054000001,0.079000004,2
516,0,0,1,0,0,0,0,1,0.082999997,0.086000003,0.054000001,0.063000001,3
517,0,0,1,0,0,0,0,1,0.082999997,0.086000003,0.054000001,0.063000001,3
518,0,0,1,0,0,0,0,0,0.112,0.081,0.054000001,0.079000004,3
519,0,1,0,0,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,2
520,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.066,2
521,0,1,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,2
522,0,1,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,2
523,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004,2
524,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004,2
525,0,1,0,0,1,0,0,0,0.115,0.086000003,0.061000001,0.068999998,2
526,0,1,0,0,1,0,0,0,0.115,0.086000003,0.061000001,0.068999998,2
527,0,1,0,0,0,0,0,1,0.071999997,0.086000003,0.061000001,0.063000001,2
528,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,2
529,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,2
530,1,0,0,0,0,0,0,0,0.01,0.081,0.066,0.079000004,1
531,1,0,0,0,0,0,0,0,0.0,0.092,0.050000001,0.079000004,1
532,1,0,0,0,0,0,0,0,0.108,0.092,0.050000001,0.079000004,1
533,1,0,0,0,0,0,0,0,0.067000002,0.092,0.050000001,0.079000004,1
534,1,0,0,0,0,0,0,0,0.07,0.081,0.057999998,0.079000004,1
535,1,0,0,0,0,0,0,0,0.07,0.081,0.057999998,0.079000004,1
536,1,0,0,0,0,0,0,0,0.074000001,0.081,0.066,0.079000004,1
537,1,0,0,0,0,0,0,0,0.074000001,0.081,0.066,0.079000004,1
538,1,0,0,0,0,0,0,0,0.039999999,0.081,0.066,0.086000003,1
539,1,0,0,0,0,0,0,0,0.039999999,0.081,0.066,0.086000003,1
540,0,1,0,0,0,0,0,0,0.108,0.044,0.050000001,0.079000004,2
541,1,0,0,0,0,1,0,0,0.0,0.081,0.041999999,0.086000003,1
542,1,0,0,0,0,1,0,0,0.0,0.081,0.041999999,0.086000003,1
543,1,0,0,0,0,0,0,0,0.0,0.081,0.050000001,0.079000004,1
544,1,0,0,0,0,0,0,0,0.0,0.081,0.066,0.079000004,1
545,1,0,0,0,0,0,0,0,0.0,0.081,0.066,0.079000004,1
546,1,0,0,0,0,0,1,0,0.07,0.088,0.030999999,0.086000003,1
547,1,0,0,0,0,0,1,0,0.07,0.088,0.030999999,0.086000003,1
548,1,0,0,0,0,0,1,0,0.0,0.081,0.066,0.086000003,1
549,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1
550,1,0,0,0,0,0,1,0,0.0,0.081,0.066,0.086000003,1
551,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,1
552,1,0,0,0,0,0,0,0,0.112,0.086000003,0.039000001,0.086000003,1
553,1,0,0,0,0,0,0,0,0.025,0.086000003,0.057999998,0.079000004,1
554,1,0,0,0,0,0,0,0,0.108,0.086000003,0.057999998,0.079000004,1
555,0,0,1,0,0,0,0,0,0.115,0.086000003,0.030999999,0.079000004,3
556,1,0,0,0,0,0,0,0,0.067000002,0.086000003,0.056000002,0.044,1
557,0,0,1,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004,3
558,0,0,1,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004,3
559,0,0,1,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004,3
560,1,0,0,0,0,0,0,0,0.108,0.086000003,0.056000002,0.063000001,1
561,1,0,0,0,0,0,0,0,0.057999998,0.086000003,0.056000002,0.063000001,1
562,1,0,0,0,0,0,0,0,0.108,0.086000003,0.056000002,0.063000001,1
563,0,1,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
564,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004,3
565,0,0,0,1,0,0,0,0,0.108,0.086000003,0.025,0.079000004,4
566,0,0,0,1,0,0,0,0,0.108,0.086000003,0.025,0.079000004,4
567,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,2
568,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004,2
569,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.083999999,1
570,0,0,0,1,0,1,0,0,0.122,0.063000001,0.054000001,0.086000003,4
571,0,0,0,1,0,0,0,1,0.118,0.086000003,0.056000002,0.063000001,4
572,0,0,0,1,0,0,0,1,0.118,0.086000003,0.056000002,0.063000001,4
573,1,0,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.063000001,1
574,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,1
575,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,1
576,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,1
577,0,0,0,1,0,0,0,0,0.115,0.086000003,0.046,0.079000004,4
578,0,0,0,1,0,0,0,0,0.115,0.086000003,0.046,0.079000004,4
579,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.043000001,1
580,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.043000001,1
581,0,0,0,1,0,0,0,1,0.045000002,0.052999999,0.061000001,0.063000001,4
582,1,0,0,0,0,0,0,0,0.115,0.057,0.050000001,0.086000003,1
583,1,0,0,0,0,0,0,0,0.115,0.081,0.050000001,0.086000003,1
584,1,0,0,0,0,0,0,0,0.015,0.081,0.050000001,0.086000003,1
585,1,0,0,0,0,0,0,0,0.115,0.081,0.050000001,0.081,1
586,1,0,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,1
587,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004,1
588,1,0,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,1
589,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,2
590,0,1,0,0,0,0,0,0,0.125,0.074000001,0.061000001,0.081,2
591,0,1,0,0,0,0,0,0,0.125,0.074000001,0.061000001,0.081,2
592,0,1,0,0,0,0,0,0,0.125,0.081,0.061000001,0.081,2
593,0,1,0,0,0,0,0,0,0.125,0.081,0.061000001,0.081,2
594,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
595,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
596,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004,2
597,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004,2
598,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
599,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
600,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
601,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
602,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
603,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,2
604,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,2
605,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,2
606,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,2
607,1,0,0,0,0,0,0,0,0.115,0.086000003,0.048999999,0.079000004,1
608,1,0,0,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004,1
609,1,0,0,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004,1
610,1,0,0,0,1,0,0,0,0.041999999,0.092,0.063000001,0.104,1
611,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
612,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
613,0,1,0,0,0,0,1,0,0.108,0.086000003,0.025,0.079000004,2
614,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
615,1,0,0,0,0,0,0,0,0.022,0.086000003,0.061000001,0.086000003,1
616,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
617,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
618,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
619,0,1,0,0,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,2
620,1,0,0,0,0,0,1,0,0.115,0.086000003,0.061000001,0.079000004,1
621,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004,2
622,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
623,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
624,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
625,0,0,0,1,0,0,0,0,0.057999998,0.063000001,0.061000001,0.063000001,4
626,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001,2
627,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001,2
628,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
629,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
630,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
631,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
632,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.079000004,2
633,0,1,0,0,0,0,0,0,0.11,0.081,0.061000001,0.079000004,2
634,0,1,0,0,0,1,0,0,0.11,0.081,0.061000001,0.079000004,2
635,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
636,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
637,0,1,0,0,0,1,0,0,0.108,0.081,0.050000001,0.086000003,2
638,0,1,0,0,0,0,0,0,0.115,0.081,0.050000001,0.086000003,2
639,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004,1
640,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004,1
641,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
642,1,0,0,0,0,0,0,0,0.041999999,0.086000003,0.054000001,0.079000004,1
643,1,0,0,0,0,0,0,0,-0.012,0.086000003,0.054000001,0.079000004,1
644,0,0,1,0,0,0,0,0,0.056000002,0.086000003,0.054000001,0.079000004,3
645,0,0,1,0,0,0,0,0,0.056000002,0.086000003,0.054000001,0.079000004,3
646,0,0,1,0,0,0,0,0,0.056000002,0.086000003,0.054000001,0.079000004,3
647,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004,1
648,0,0,1,0,0,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,3
649,0,0,1,0,0,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,3
650,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,1
651,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,1
652,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004,3
653,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004,3
654,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004,3
655,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,1
656,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,1
657,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,1
658,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001,2
659,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001,2
660,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,2
661,0,1,0,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004,2
662,1,0,0,0,1,0,0,0,0.008,0.086000003,0.054000001,0.079000004,1
663,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004,1
664,0,1,0,0,0,0,0,0,0.090000004,0.086000003,0.054000001,0.079000004,2
665,1,0,0,0,0,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004,1
666,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004,2
667,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004,2
668,0,1,0,0,0,1,0,0,0.108,0.048999999,0.050000001,0.079000004,2
669,0,1,0,0,0,0,0,0,0.108,0.048999999,0.050000001,0.079000004,2
670,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004,2
671,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
672,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
673,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
674,0,1,0,0,0,1,0,0,0.108,0.048999999,0.050000001,0.032000002,2
675,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004,2
676,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
677,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
678,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
